,TotalCharge,Area_Urban
418,-0.42829077933182796,1.423920893685607
6820,1.0552282963245099,-0.7022862045458503
4814,-0.5276099455577898,1.423920893685607
8956,1.3365020985682508,1.423920893685607
3606,-1.1015167398287082,-0.7022862045458503
593,-1.0741197306956507,-0.7022862045458503
2371,-0.9314639442570903,-0.7022862045458503
4561,-1.1712919664073276,1.423920893685607
1485,-0.7381933050154174,-0.7022862045458503
1850,-1.0500455305593128,1.423920893685607
5750,1.4486099288270666,-0.7022862045458503
7061,1.4937989790393993,-0.7022862045458503
7819,1.0044514440443073,1.423920893685607
626,-0.8414912738908096,1.423920893685607
5893,1.1038164437317026,1.423920893685607
6486,1.1881847788690585,-0.7022862045458503
3776,-0.9276590225599666,-0.7022862045458503
8334,0.7618010360495449,-0.7022862045458503
2241,-1.093462295346953,1.423920893685607
400,-0.9059348722720816,1.423920893685607
8619,1.1148429847736179,-0.7022862045458503
9419,0.7188204129041736,-0.7022862045458503
396,-0.6603814380509689,-0.7022862045458503
4140,-1.2395058905469423,1.423920893685607
6705,1.1564109484452112,-0.7022862045458503
5298,0.42917568596695144,-0.7022862045458503
5892,0.4858127817849661,1.423920893685607
488,-1.224271449722748,1.423920893685607
2446,-1.0044306410284447,1.423920893685607
3489,-0.3627477773391208,-0.7022862045458503
2372,-0.6035733320065068,-0.7022862045458503
5668,0.6595818221071752,1.423920893685607
8421,0.5909517977435926,-0.7022862045458503
6571,1.1955530822606966,1.423920893685607
2582,-1.202277424602068,-0.7022862045458503
165,-1.1973440209824777,-0.7022862045458503
4935,-0.9641436095452894,1.423920893685607
4803,-1.069131693846879,-0.7022862045458503
9699,0.6928692162529277,1.423920893685607
2919,-0.9551870742054437,-0.7022862045458503
8942,1.1690661757830307,-0.7022862045458503
497,-1.033382425012965,1.423920893685607
325,-1.154089466194881,1.423920893685607
7893,0.9757446441078477,-0.7022862045458503
5630,0.055787312919414384,1.423920893685607
6315,1.1045282773366718,1.423920893685607
1886,-0.6714243003550185,1.423920893685607
2447,-1.223048919537159,-0.7022862045458503
6384,1.426682059742048,-0.7022862045458503
9458,1.1556183914417408,1.423920893685607
5873,0.6819165187744145,-0.7022862045458503
481,-1.327203564561838,-0.7022862045458503
9579,0.32679731850594523,1.423920893685607
5330,1.1041842855816932,1.423920893685607
4070,-1.3463112832900825,1.423920893685607
3604,-1.1305606397599992,-0.7022862045458503
6971,-0.13258807597485228,1.423920893685607
9933,1.2053508847538286,-0.7022862045458503
5107,0.8607344407483607,1.423920893685607
1120,-0.8874930665427946,-0.7022862045458503
5388,0.2077821338071623,1.423920893685607
8628,1.3204679548851959,1.423920893685607
4380,-0.7998213162052095,-0.7022862045458503
9516,0.47714740014922286,-0.7022862045458503
2125,-1.2853101525841382,-0.7022862045458503
2826,-0.8281268626018459,-0.7022862045458503
9969,1.1074668842355337,-0.7022862045458503
2409,-1.2993614076237106,-0.7022862045458503
5676,0.7704655003739413,-0.7022862045458503
7102,0.3799545937305983,-0.7022862045458503
182,-1.3241731618578647,-0.7022862045458503
3645,-1.0049298148025847,-0.7022862045458503
9340,1.3289792282147093,1.423920893685607
9350,1.091148832690704,-0.7022862045458503
6570,1.0209304837304674,-0.7022862045458503
8878,1.4464758039791805,-0.7022862045458503
9688,0.8000368662545803,1.423920893685607
9663,0.8869268902837647,-0.7022862045458503
3766,-0.6907981402780278,-0.7022862045458503
6263,0.4821898606215336,-0.7022862045458503
9251,0.7365176420586305,-0.7022862045458503
1171,-0.9994236534445632,-0.7022862045458503
5093,0.8307369837472218,-0.7022862045458503
3853,-0.4795837577585113,-0.7022862045458503
6659,1.1207949594460913,-0.7022862045458503
8027,1.0908406160782431,-0.7022862045458503
8154,0.8190875883009588,-0.7022862045458503
119,-1.32151655343721,-0.7022862045458503
6207,1.104513600355126,-0.7022862045458503
7376,0.2710752407561732,-0.7022862045458503
3464,-1.31093579360385,-0.7022862045458503
8887,1.1055868546306586,-0.7022862045458503
475,-0.8473999289935948,1.423920893685607
5244,1.556317416556199,-0.7022862045458503
2049,-0.9492929649086814,1.423920893685607
4695,-1.184695386361306,1.423920893685607
2311,-0.7496992930509636,-0.7022862045458503
2056,-1.2426752861007762,-0.7022862045458503
4226,-0.8759655047203432,1.423920893685607
839,-1.0573423460430866,-0.7022862045458503
377,-1.1614426018434025,-0.7022862045458503
3616,-1.011582242456805,1.423920893685607
3836,-0.5629169937271408,-0.7022862045458503
9160,1.0847831506009098,1.423920893685607
7927,1.389647907401071,1.423920893685607
3238,-1.3531337479034113,-0.7022862045458503
1346,-0.9293260148603941,-0.7022862045458503
9899,0.770591172028427,1.423920893685607
4976,-0.8535084089068474,1.423920893685607
2496,-0.5566108176244013,1.423920893685607
8378,1.3094033454223966,-0.7022862045458503
7081,1.1890374197657319,-0.7022862045458503
1284,-1.1526317859975226,1.423920893685607
8998,1.1672177934196135,1.423920893685607
194,-1.174363398613212,-0.7022862045458503
3335,-0.8806964095668912,-0.7022862045458503
9192,1.0017462928831573,-0.7022862045458503
4141,-0.9031543249980752,-0.7022862045458503
5698,1.17418202116307,1.423920893685607
6517,0.8325486736567748,-0.7022862045458503
2390,-1.0447535747017391,1.423920893685607
9919,0.4281051836254587,-0.7022862045458503
7531,1.4047615291478028,1.423920893685607
7610,1.284014001970949,-0.7022862045458503
8454,0.2160260108791387,-0.7022862045458503
2661,-1.0825288485643596,-0.7022862045458503
7717,0.3990942949775978,-0.7022862045458503
1161,-1.1309633802615155,-0.7022862045458503
6112,0.5137334458973818,1.423920893685607
5286,1.0812872770589823,-0.7022862045458503
1156,-0.8657555069976451,-0.7022862045458503
2167,-0.9719383723579329,-0.7022862045458503
5169,0.9915636782801226,1.423920893685607
3614,-0.7828590254352642,-0.7022862045458503
430,-1.45076499474654,-0.7022862045458503
8437,1.1256833116121716,-0.7022862045458503
3599,-0.4343827999275881,-0.7022862045458503
391,-1.2489611024781777,-0.7022862045458503
8425,0.4350501478306364,-0.7022862045458503
406,-1.0340759793547298,-0.7022862045458503
1546,-0.9584300509716349,-0.7022862045458503
6123,0.6203470398456826,-0.7022862045458503
3943,-0.9463081346910635,1.423920893685607
5334,0.5310600812678086,-0.7022862045458503
1405,-1.1586024935436607,1.423920893685607
4316,-1.2916489629553447,-0.7022862045458503
1873,-0.4866601653411675,-0.7022862045458503
2698,-1.144316936546659,-0.7022862045458503
8685,1.4469431741102778,-0.7022862045458503
4394,-0.7935303688467908,-0.7022862045458503
7378,1.2004955557962267,1.423920893685607
4385,-1.1163643788946889,-0.7022862045458503
2885,-1.1263887233499137,-0.7022862045458503
6860,1.3029037358759974,-0.7022862045458503
4260,-0.8864404902996372,-0.7022862045458503
8877,0.7358626817571516,-0.7022862045458503
899,-1.1410431789395767,1.423920893685607
5813,1.307818231415456,1.423920893685607
7632,0.9430177271948738,-0.7022862045458503
5017,0.6916808394033959,-0.7022862045458503
3811,-1.005651025622794,-0.7022862045458503
8987,1.7690694371752562,-0.7022862045458503
3271,-1.024192973314479,-0.7022862045458503
7884,0.997056538623618,-0.7022862045458503
5259,1.5654896127109437,1.423920893685607
2577,-0.7982127240730081,-0.7022862045458503
9392,0.8484548524069774,-0.7022862045458503
269,-1.0924167681828385,-0.7022862045458503
4022,-1.1753562542184597,1.423920893685607
5177,0.7727289661216996,-0.7022862045458503
3711,-0.7721259699028944,-0.7022862045458503
4645,-0.8195148487642813,-0.7022862045458503
9064,0.7162510238223215,1.423920893685607
7836,1.619382112979904,-0.7022862045458503
6341,0.3745085162657795,-0.7022862045458503
7914,1.0540412954419978,1.423920893685607
5151,0.5255672209243132,1.423920893685607
7912,1.2266669071706586,1.423920893685607
5147,0.7374432092073591,-0.7022862045458503
1585,-1.3770642801126105,-0.7022862045458503
8866,0.07139674144898855,-0.7022862045458503
5282,0.3690463858523956,1.423920893685607
2320,-0.5276263337836526,-0.7022862045458503
9454,1.22594956969761,1.423920893685607
9696,0.9125483135059043,-0.7022862045458503
531,-0.712627566261262,1.423920893685607
2180,-0.29871557979578844,-0.7022862045458503
872,-0.5983628774274568,-0.7022862045458503
6992,0.7205408303347391,-0.7022862045458503
8516,0.9029913052412571,-0.7022862045458503
7750,0.8565005902280859,-0.7022862045458503
9638,1.1789974470770948,-0.7022862045458503
7240,0.5074934354620733,-0.7022862045458503
3573,-1.2790239041530922,-0.7022862045458503
8038,1.6641845164596405,-0.7022862045458503
3726,-1.2783580223427207,-0.7022862045458503
9648,0.1996240253460938,-0.7022862045458503
7804,0.8642293969789414,-0.7022862045458503
3177,-0.4042363527588774,-0.7022862045458503
565,-0.9852832403286571,-0.7022862045458503
8572,0.7950017442730426,-0.7022862045458503
7633,1.0020251555325264,-0.7022862045458503
8296,1.1688666605651434,-0.7022862045458503
7400,1.0940259797293437,-0.7022862045458503
8007,1.1065105871566936,-0.7022862045458503
4735,-1.0670958130442145,1.423920893685607
2036,-0.9955575984500561,-0.7022862045458503
7152,0.8113693306305898,1.423920893685607
2729,-0.67866540889668,-0.7022862045458503
7521,0.7397245625263761,1.423920893685607
2009,-1.080491855063032,1.423920893685607
1895,-1.0904787787191834,-0.7022862045458503
5221,0.4828250987290601,1.423920893685607
1089,-1.3564719856183252,-0.7022862045458503
5311,0.9886681850145509,-0.7022862045458503
628,-0.8098844799006558,1.423920893685607
6635,1.4475183283246014,1.423920893685607
9890,0.4912790400994102,-0.7022862045458503
1273,-0.9905554487662166,-0.7022862045458503
4978,-1.1537555914667441,-0.7022862045458503
6978,1.1081466119433712,-0.7022862045458503
9126,0.5207738104826071,1.423920893685607
2281,-0.7571425311478502,-0.7022862045458503
8423,1.3832625031173245,1.423920893685607
9908,0.30845843006453516,-0.7022862045458503
710,-1.2367013519119765,1.423920893685607
1917,-1.3756785978482249,-0.7022862045458503
5012,0.45298954718059814,-0.7022862045458503
3704,-0.9363720562268877,-0.7022862045458503
8684,1.0862811200299225,-0.7022862045458503
5694,0.5790611494131715,-0.7022862045458503
777,-1.0292717900460453,1.423920893685607
8930,1.054984291506312,-0.7022862045458503
7234,1.1710902232693239,-0.7022862045458503
8168,0.4962050020307012,1.423920893685607
4347,-0.9684616004488317,1.423920893685607
9002,0.45061875600528645,-0.7022862045458503
2065,-1.347997874406086,1.423920893685607
2269,-1.1914850015966572,1.423920893685607
2205,-0.8856191489834216,-0.7022862045458503
3081,-0.7929708424072234,-0.7022862045458503
8467,0.4429413186898415,-0.7022862045458503
1320,-0.8008815877732536,-0.7022862045458503
1513,-1.3717434596775488,-0.7022862045458503
6196,0.9534856256267037,1.423920893685607
2901,-1.0263318163532766,1.423920893685607
534,-1.0753962533684456,-0.7022862045458503
1739,-0.8448448481341271,-0.7022862045458503
296,-1.0928053591568334,1.423920893685607
727,-0.36003448503976965,1.423920893685607
3275,-1.1350566092456333,1.423920893685607
8992,0.7255681551698306,-0.7022862045458503
4106,-0.7627381945739604,-0.7022862045458503
1144,-0.6683333881253776,1.423920893685607
3141,-1.2386279570831644,-0.7022862045458503
3553,-1.1466196769797221,-0.7022862045458503
9013,0.7858364279533978,-0.7022862045458503
5819,1.1513377580427895,-0.7022862045458503
7639,1.1978381048251,-0.7022862045458503
7840,0.9706343025958882,1.423920893685607
7053,1.1422082168656618,1.423920893685607
7271,0.7571887945987943,-0.7022862045458503
8517,1.214302467529714,-0.7022862045458503
6708,0.5391801213079925,1.423920893685607
5565,1.0492781562747298,1.423920893685607
6587,1.1743668593994119,-0.7022862045458503
2902,-0.7874915408427421,1.423920893685607
768,-0.8943653154775266,-0.7022862045458503
2675,-0.37281760117359924,-0.7022862045458503
71,-1.248053466472997,-0.7022862045458503
3773,-0.44070703376284154,-0.7022862045458503
2516,-0.6609601427188598,1.423920893685607
3806,-1.0049325245403025,-0.7022862045458503
6209,0.6170593959794352,-0.7022862045458503
9893,1.0038207924935136,1.423920893685607
4216,-0.4666213677989683,1.423920893685607
9741,1.2493377984464302,1.423920893685607
6602,1.4370894156250023,1.423920893685607
9739,0.9365571033807054,-0.7022862045458503
1074,-0.8179898447939169,1.423920893685607
510,-0.9823741327867347,-0.7022862045458503
1983,-0.33692415071819254,1.423920893685607
6086,0.742457691683598,1.423920893685607
3870,-0.937304067946482,-0.7022862045458503
6461,0.5898276326883232,-0.7022862045458503
9394,1.416601266698487,-0.7022862045458503
2169,-1.1802564993261488,-0.7022862045458503
3216,-0.9653357537925222,-0.7022862045458503
5381,0.9635480724433327,-0.7022862045458503
8611,0.806489234266629,-0.7022862045458503
4404,-0.9829144374256896,-0.7022862045458503
4289,-0.8338808553423476,-0.7022862045458503
6248,1.2725774227570994,-0.7022862045458503
884,-0.8532501032047557,-0.7022862045458503
7822,1.564662197876302,-0.7022862045458503
3102,-1.078159902850136,-0.7022862045458503
3427,-1.3145285127498512,1.423920893685607
533,-1.3578060617809733,-0.7022862045458503
8834,1.0263343648733418,-0.7022862045458503
4356,-1.2153857042168315,-0.7022862045458503
9637,1.460201992314166,1.423920893685607
8824,1.1703242682949053,1.423920893685607
5593,1.5380936506887883,1.423920893685607
3851,-0.722946293815185,1.423920893685607
923,-0.535783199746502,-0.7022862045458503
3848,-0.6194462247385305,-0.7022862045458503
3123,-0.7208906747656201,-0.7022862045458503
8172,1.0040134278763015,1.423920893685607
657,-1.1733839022717607,-0.7022862045458503
7755,0.6285308330244559,-0.7022862045458503
6546,1.1336753867195037,-0.7022862045458503
8211,0.8805589149156041,1.423920893685607
7848,0.5690198007575146,-0.7022862045458503
5801,0.8871823614937953,1.423920893685607
6233,0.6467981711808305,-0.7022862045458503
1133,-0.9705823325510573,1.423920893685607
5349,1.2833851850428484,-0.7022862045458503
6379,0.42544039416355894,1.423920893685607
8121,1.107863162737269,1.423920893685607
1336,-1.1790481819625642,-0.7022862045458503
4496,-1.1352311217668019,-0.7022862045458503
3894,-1.1438319907301608,-0.7022862045458503
7745,0.4076904196066722,-0.7022862045458503
990,-0.5580611029163389,-0.7022862045458503
1842,-0.9497880447222816,-0.7022862045458503
3849,-1.1075918273156655,-0.7022862045458503
2639,-0.5430760015344789,-0.7022862045458503
9078,1.2025617996044637,1.423920893685607
1732,-0.82246010158385,-0.7022862045458503
109,-1.1813482732004583,-0.7022862045458503
314,-0.824133488003019,1.423920893685607
2161,-1.1103480479514158,-0.7022862045458503
5760,0.6715334716421457,-0.7022862045458503
2837,-1.0412965754387138,1.423920893685607
6210,0.8923564561443441,1.423920893685607
5480,0.14971724287815039,-0.7022862045458503
388,-1.0722340995290371,1.423920893685607
1182,-0.6734693111575156,-0.7022862045458503
2382,-1.1096417883888448,-0.7022862045458503
169,-0.8370703345108044,-0.7022862045458503
7010,0.8333109593858071,1.423920893685607
527,-0.6622400846696992,1.423920893685607
7357,1.2852243942927997,-0.7022862045458503
3331,-0.5808001536357531,-0.7022862045458503
6648,0.9021666423406556,1.423920893685607
2297,-0.9635307217287228,-0.7022862045458503
6773,0.8849730171154871,-0.7022862045458503
1340,-0.9777446321229976,-0.7022862045458503
4699,-1.1902784881258355,-0.7022862045458503
2033,-0.7971794714520226,1.423920893685607
742,-1.2042609750856865,-0.7022862045458503
3793,-0.5211492740434317,1.423920893685607
44,-0.5449785928705799,-0.7022862045458503
9441,1.2897054602209852,-0.7022862045458503
5641,0.8267553938472646,-0.7022862045458503
5308,0.47993510933156824,1.423920893685607
3393,-0.7396950675268483,-0.7022862045458503
3918,-0.9475845734298701,1.423920893685607
761,-1.1053890421721413,-0.7022862045458503
1154,-0.8595386985768818,-0.7022862045458503
8056,0.732380567885423,-0.7022862045458503
5317,0.8725668398082719,-0.7022862045458503
3751,-1.0465573505076493,-0.7022862045458503
8856,0.520452751511294,-0.7022862045458503
4308,-0.6769723213817198,-0.7022862045458503
7214,1.680236089058281,1.423920893685607
8593,0.7813915958234029,-0.7022862045458503
7725,1.0036254051766862,-0.7022862045458503
3706,-0.20906544252015452,-0.7022862045458503
1334,-0.6536231136816175,-0.7022862045458503
1094,-1.398678149854439,1.423920893685607
4586,-1.0772229041674062,1.423920893685607
6213,0.8239745645000189,-0.7022862045458503
5368,1.116541845387538,-0.7022862045458503
3826,-0.9626690200892234,1.423920893685607
1541,-0.3064427564843807,1.423920893685607
4830,-0.6284982379712323,-0.7022862045458503
4110,-0.9807392482180611,-0.7022862045458503
2472,-0.8578250169635346,-0.7022862045458503
9095,1.3237422977369178,-0.7022862045458503
8132,0.49010396426440356,-0.7022862045458503
3192,-0.3363474168937294,-0.7022862045458503
1351,-0.7121763041174111,-0.7022862045458503
1464,-0.3416115112537727,-0.7022862045458503
9141,0.14868847820292805,-0.7022862045458503
2012,-1.1389738988307825,-0.7022862045458503
8740,1.1646130878509167,-0.7022862045458503
1636,-0.8938559127645607,-0.7022862045458503
1954,-0.9216997410439617,1.423920893685607
2054,-0.9432861423561717,-0.7022862045458503
8823,0.0405631551554157,-0.7022862045458503
5536,0.710313726131394,-0.7022862045458503
2533,-1.133612753388924,-0.7022862045458503
7995,0.9623202512058966,1.423920893685607
8340,0.509801849465815,1.423920893685607
7611,0.9647061780184266,1.423920893685607
6536,1.0446296810257878,-0.7022862045458503
8315,0.8891133018784075,-0.7022862045458503
1174,-0.5429356551917262,1.423920893685607
7137,0.40417528252646606,-0.7022862045458503
4897,-0.9625446996343515,-0.7022862045458503
397,-0.09604292717711495,1.423920893685607
5969,1.1980045968345092,1.423920893685607
9453,0.6020581448726628,-0.7022862045458503
6,-0.7418964698235175,-0.7022862045458503
9997,1.3595967876861554,-0.7022862045458503
4062,-0.9678765007448877,-0.7022862045458503
7228,1.1390049656433028,-0.7022862045458503
499,-0.9492224979683465,1.423920893685607
7896,1.137121725448714,-0.7022862045458503
4123,-1.0391777123583568,-0.7022862045458503
1792,-0.8829980125338845,-0.7022862045458503
359,-0.8360987334681133,-0.7022862045458503
42,-1.1160518045946761,-0.7022862045458503
8316,0.3708062476708654,-0.7022862045458503
1538,-1.3462358156269414,1.423920893685607
9476,1.2686848120577634,-0.7022862045458503
5355,0.8604276001029195,1.423920893685607
9932,1.476088448870417,-0.7022862045458503
3111,-0.7998631451439592,-0.7022862045458503
3109,-1.196005226628918,-0.7022862045458503
6812,0.8119123789477821,-0.7022862045458503
8803,0.7458898120869362,-0.7022862045458503
2449,-0.7990535385331452,1.423920893685607
2298,-0.9578620031683132,1.423920893685607
7758,1.6399693315318522,-0.7022862045458503
1672,-0.9361813453633051,-0.7022862045458503
2090,-1.0620265735017627,1.423920893685607
8351,0.9286810681587195,1.423920893685607
5491,0.4240740589127845,1.423920893685607
7210,1.1594334893322884,-0.7022862045458503
9541,0.8906158578641532,1.423920893685607
8555,0.9826134714712572,1.423920893685607
4839,0.15862178730414841,1.423920893685607
6242,1.1007622556031678,-0.7022862045458503
9388,0.6428963873680283,-0.7022862045458503
2948,-0.847387836995424,-0.7022862045458503
2802,-1.0995312698710966,1.423920893685607
4817,-1.1781834623687344,1.423920893685607
8714,1.0212437455553343,-0.7022862045458503
3283,-0.8842270024259764,1.423920893685607
793,-1.2746190122177847,1.423920893685607
5416,1.1633219721305645,-0.7022862045458503
7672,0.803754270486714,1.423920893685607
5257,1.2238750700872538,-0.7022862045458503
2951,-1.506660999314186,1.423920893685607
3040,-0.34959305379222283,-0.7022862045458503
2027,-0.6820722436127489,-0.7022862045458503
4762,-0.9974460737404997,1.423920893685607
2141,-1.0437934116142287,1.423920893685607
5940,0.48426573619890995,-0.7022862045458503
1760,-0.9422443229645202,-0.7022862045458503
7064,1.2306617980851413,1.423920893685607
3460,-1.2528423206292445,-0.7022862045458503
9596,1.1300969551563813,-0.7022862045458503
7770,1.3621056342191311,-0.7022862045458503
1642,-1.080284898615501,-0.7022862045458503
8013,1.5648396976218704,-0.7022862045458503
5977,0.06059127244160652,1.423920893685607
2704,-1.1378784263571238,1.423920893685607
2303,-0.7082876562030926,-0.7022862045458503
4970,-0.45380653470801785,-0.7022862045458503
8640,1.1829331714097213,-0.7022862045458503
10,-1.1348567688408733,1.423920893685607
9429,1.312106661960854,-0.7022862045458503
6963,1.2063305732720073,-0.7022862045458503
9833,1.1927708769464307,-0.7022862045458503
7769,1.0395918071102108,1.423920893685607
3863,-0.885837627320122,-0.7022862045458503
6874,0.8357386238646081,1.423920893685607
9480,0.9535512133879862,1.423920893685607
58,-1.1695666757602334,-0.7022862045458503
7649,1.1530824842240397,-0.7022862045458503
4368,-0.9200911690926099,-0.7022862045458503
2011,-1.0821330534857043,-0.7022862045458503
7939,0.582928992706149,-0.7022862045458503
3965,-0.33855366672221,-0.7022862045458503
3803,-1.0668442206852131,-0.7022862045458503
8040,0.6831103994920263,-0.7022862045458503
1924,-1.009535761662875,1.423920893685607
8232,1.282576116435139,-0.7022862045458503
7520,1.2637382106211736,1.423920893685607
8660,0.38144843525855116,-0.7022862045458503
7594,1.370802663096333,-0.7022862045458503
8662,0.23667973450371677,-0.7022862045458503
4288,-0.14082460996949897,-0.7022862045458503
4868,-1.0751138361376082,-0.7022862045458503
9569,0.40222920650463456,-0.7022862045458503
5600,0.6720256091796016,-0.7022862045458503
347,-1.0131500674381404,-0.7022862045458503
1767,-0.4034738725598397,-0.7022862045458503
1475,-0.977108879862461,1.423920893685607
2300,-1.0792960998196834,1.423920893685607
9434,0.3285232398045903,-0.7022862045458503
1675,-1.2894899702555076,-0.7022862045458503
1944,-0.7439039167263709,-0.7022862045458503
4859,-0.9589184458787966,-0.7022862045458503
4487,-0.7638118185259657,1.423920893685607
2805,-0.9558298365592911,1.423920893685607
4024,-1.4113403414200023,-0.7022862045458503
5503,0.7839596089382352,-0.7022862045458503
5726,0.7631678299559923,1.423920893685607
9542,0.8271250703199483,1.423920893685607
938,-0.8921418646853305,-0.7022862045458503
6759,1.6130008365972173,1.423920893685607
4422,-1.0292521435302793,-0.7022862045458503
7098,1.1457118875540353,1.423920893685607
7791,0.9410964185794007,-0.7022862045458503
448,-1.1412871966001337,1.423920893685607
4370,-0.797648068945702,-0.7022862045458503
3664,-0.7308857001155846,-0.7022862045458503
513,-0.7051954354288157,-0.7022862045458503
9823,0.6761924959715737,1.423920893685607
2063,-0.9256783854571847,-0.7022862045458503
9344,0.8621195808817402,-0.7022862045458503
9704,0.4344066539209899,-0.7022862045458503
2512,-0.7064865933454899,-0.7022862045458503
3906,-0.7131149135988658,-0.7022862045458503
5757,1.436742213280311,1.423920893685607
638,-0.9713977374868933,-0.7022862045458503
6592,1.120533525712308,-0.7022862045458503
6849,1.3652685237422397,-0.7022862045458503
4014,-0.9461695385783601,-0.7022862045458503
1583,-1.060107183901627,-0.7022862045458503
9679,1.301496580270299,-0.7022862045458503
6430,1.1311142534397707,1.423920893685607
286,-0.9705018650824215,-0.7022862045458503
8306,1.3941675004058138,1.423920893685607
2343,-1.1088247286233395,-0.7022862045458503
6004,0.5928978737654241,-0.7022862045458503
8963,1.220977742198989,1.423920893685607
512,-1.3435474420903204,1.423920893685607
645,-1.0462598214896879,-0.7022862045458503
8199,0.8288794282703382,1.423920893685607
3395,-1.0661576700155795,-0.7022862045458503
4510,-0.7039711187793791,-0.7022862045458503
8456,0.7765495678803266,-0.7022862045458503
4597,-0.9385775180849214,-0.7022862045458503
5406,0.00042940777424606616,1.423920893685607
1581,-1.1743253861483198,-0.7022862045458503
7844,1.4350272997178253,-0.7022862045458503
5377,1.071481677419404,-0.7022862045458503
1255,-1.0355596052448712,-0.7022862045458503
9187,0.5163743852642694,1.423920893685607
9799,1.1201381645219193,-0.7022862045458503
4057,-0.8709506007395406,-0.7022862045458503
2945,-1.1943088785307765,-0.7022862045458503
1961,-1.0546398660925778,-0.7022862045458503
4624,-0.8352844627877574,-0.7022862045458503
277,-0.9725453297566438,1.423920893685607
4697,-0.42587201369040045,-0.7022862045458503
298,-0.9827122161393297,1.423920893685607
5638,0.7657798740154621,1.423920893685607
2248,-0.9223864027082682,-0.7022862045458503
6727,0.7744149843767674,-0.7022862045458503
6429,0.9539259350730761,-0.7022862045458503
4806,-0.4959682331939163,-0.7022862045458503
5774,0.7395369723559942,-0.7022862045458503
612,-1.1437061612981236,-0.7022862045458503
7478,1.1900868239462525,-0.7022862045458503
5225,0.13031381461900043,-0.7022862045458503
7031,1.3692890993744273,1.423920893685607
4791,-1.3019546206572012,-0.7022862045458503
8407,1.2836695515602972,1.423920893685607
6676,0.9184310311717087,-0.7022862045458503
5688,0.18283997963718635,-0.7022862045458503
2522,-0.4003728689880747,1.423920893685607
4666,-1.208681168691567,1.423920893685607
1366,-0.9341473422969673,-0.7022862045458503
9806,0.4372585748975977,-0.7022862045458503
2380,-0.7611518843930237,1.423920893685607
1395,-0.7326870294521333,1.423920893685607
4111,-0.3177193318319754,-0.7022862045458503
3448,-1.0811782860235346,-0.7022862045458503
6840,1.0082504889862893,-0.7022862045458503
9734,0.6984606875661836,1.423920893685607
5458,0.408757711358452,1.423920893685607
5029,0.36372964928744916,-0.7022862045458503
978,-0.8730409693775376,-0.7022862045458503
3011,-0.7919938590402059,-0.7022862045458503
2935,-1.1018845339785084,-0.7022862045458503
6958,0.6812033092024262,1.423920893685607
9239,0.5773865975499367,-0.7022862045458503
6354,1.127426203170729,1.423920893685607
4761,-0.43158484529481295,1.423920893685607
8058,0.44119384057455086,-0.7022862045458503
9042,1.4379516882908145,1.423920893685607
